DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LU,2021,315274,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LV,2012,1110001,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LV,2013,1097245,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LV,2014,1084423,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LV,2015,1074889,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LV,2016,1064658,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LV,2017,1054433,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LV,2018,1044738,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LV,2019,1035059,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LV,2020,1026719,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,LV,2021,1017998,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MD,2012,1847816,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MD,2013,1847151,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MD,2014,1846128,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MD,2015,1844915,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MD,2017,1843489,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MD,2021,1357200,p
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,ME,2012,313949,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,ME,2013,314092,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,ME,2014,314366,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,ME,2015,314577,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,ME,2016,314484,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,ME,2017,314635,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,ME,2018,314618,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,ME,2019,314470,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,ME,2020,314318,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,ME,2021,313875,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MK,2012,1027868,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MK,2013,1029156,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MK,2014,1030928,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MK,2015,1032654,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MK,2016,1033677,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MK,2017,1035089,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MK,2018,1036018,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MK,2019,1036932,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MK,2020,1036539,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MK,2021,1033590,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MT,2012,209851,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MT,2013,212126,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MT,2014,214891,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MT,2015,219203,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MT,2016,224019,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MT,2017,228634,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MT,2018,235102,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MT,2019,241723,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MT,2020,248802,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,MT,2021,249161,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NL,2012,8447477,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NL,2013,8472236,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NL,2014,8494904,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NL,2015,8527868,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NL,2016,8561985,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NL,2017,8606405,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NL,2018,8654043,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NL,2019,8701077,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NL,2020,8759554,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NL,2021,8788879,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NO,2012,2486999,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NO,2013,2515367,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NO,2014,2540963,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NO,2015,2567291,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NO,2016,2587096,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NO,2017,2609187,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NO,2018,2627248,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NO,2019,2643139,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NO,2020,2661018,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,NO,2021,2672110,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PL,2012,19636496,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PL,2013,19636442,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PL,2014,19613892,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PL,2015,19608451,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PL,2016,19590169,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PL,2017,19595127,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PL,2018,19596388,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PL,2019,19592436,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PL,2020,19584757,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PL,2021,19532513,ep
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PT,2012,5511961,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PT,2013,5491592,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PT,2014,5469281,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PT,2015,5451156,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PT,2016,5439821,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PT,2017,5427117,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PT,2018,5423335,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PT,2019,5424251,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PT,2020,5435932,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,PT,2021,5439503,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RO,2012,10318889,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RO,2013,10258594,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RO,2014,10201259,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RO,2015,10163573,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RO,2016,10110852,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RO,2017,10041869,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RO,2018,9978614,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RO,2019,9914008,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RO,2020,9868177,e
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RO,2021,9814072,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RS,2012,3702229,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RS,2013,3684497,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RS,2014,3666896,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RS,2015,3649994,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RS,2016,3630114,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RS,2017,3611245,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RS,2018,3590852,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RS,2019,3570953,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RS,2020,3552066,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RS,2021,3525575,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,RU,2014,77120043,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SE,2012,4756021,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SE,2013,4789988,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SE,2014,4830507,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SE,2015,4875115,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SE,2016,4920051,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SE,2017,4981806,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SE,2018,5037580,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SE,2019,5087747,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SE,2020,5131775,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SE,2021,5156448,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SI,2012,1038765,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SI,2013,1039760,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SI,2014,1040211,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SI,2015,1040645,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SI,2016,1040855,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SI,2017,1040770,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SI,2018,1039839,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SI,2019,1042252,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SI,2020,1044795,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SI,2021,1049039,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SK,2012,2772570,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SK,2013,2774857,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SK,2014,2776889,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SK,2015,2779021,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SK,2016,2780170,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SK,2017,2783659,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SK,2018,2786606,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SK,2019,2789344,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SK,2020,2792523,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SK,2021,2793295,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SM,2012,17159,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SM,2013,17234,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,SM,2018,17665,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2012,37191315,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2013,37671216,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2014,38194504,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2015,38711602,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2016,39229862,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2017,39771221,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2018,40275390,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2019,40863902,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2020,41433861,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2021,41698377,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2012,24476570,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2013,24409948,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2014,24327606,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2015,22971835,b
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2016,22872998,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2017,22770325,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2018,22658586,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2019,22528292,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2020,22389339,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2021,22223341,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2012,32288847,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2013,32481221,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2014,32687816,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2015,32919294,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2016,33152984,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2017,33364404,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2018,33563620,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2019,33746076,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2020,,p
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2012,,p
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2016,888310,p
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2017,901303,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2018,910355,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2019,910253,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2020,907234,
