country_code,Country,Year,Population,female_population,Deaths,Female deaths,Female assaults deaths,Intentional female homicides,vic_intimate_violence,reported_offences_int_violence,men_perpetrators_int_violence,physical_violence,psychological_violence,sexual_violence,economic_violence,rape_victims,femicides,homicide_total,pct of femicides to female homicide victims,protection_orders,men_prosecuted_for_int_violence,men_sentenced,men_held_in_prison,Intentional female homicides_pct_change,vic_intimate_violence_pct_change,reported_offences_int_violence_pct_change,men_perpetrators_int_violence_pct_change,physical_violence_pct_change,psychological_violence_pct_change,sexual_violence_pct_change,economic_violence_pct_change,rape_victims_pct_change,femicides_pct_change,homicide_total_pct_change,protection_orders_pct_change,men_prosecuted_for_int_violence_pct_change,men_sentenced_pct_change,men_held_in_prison_pct_change,vic_intimate_violence_per_100000,physical_violence_per_100000,psychological_violence_per_100000,sexual_violence_per_100000,economic_violence_per_100000,rape_victims_per_100000,femicides_per_100000,homicide_total_per_100000,pct_sentenced_from_prosecuted,pct_prison_from_sentenced,pct_prison_from_prosecuted,Intentional female homicides_per_100000,comparable_countries_reported_offences,comparable_femicides_countries,comparable_femicides
PL,Poland,2019,37972812,19592436.0,410564.0,198530.0,65.0,80.0,88032.0,,,,,,,1365.0,,,,,,,,-3.6,35.3,,,,,,,,,,,,,,449.3,,,,,7.0,,,,,,0.4,False,False,False
PL,Poland,2020,37958138,19584757.0,477355.0,227611.0,60.0,89.0,62866.0,,,,,,,1004.0,,217.0,,,,,,11.3,-28.6,,,,,,,-26.4,,,,,,,321.0,,,,,5.1,,1.1,,,,0.5,False,False,False
PL,Poland,2021,37840001,19532513.0,519517.0,250859.0,,,55112.0,,,,,,,1066.0,,176.0,,,,,,,-12.3,,,,,,,6.2,,-18.9,,,,,282.2,,,,,5.5,,0.9,,,,,False,False,False
PL,Poland,2022,37654247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
PT,Portugal,2011,10572721,,103203.0,50414.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
PT,Portugal,2012,10542398,5511961.0,107969.0,53256.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
PT,Portugal,2013,10487289,5491592.0,106886.0,52472.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
PT,Portugal,2014,10427301,5469281.0,105219.0,51721.0,57.0,,,,,,,,,169.0,,,,,618.0,1199.0,,,,,,,,,,,,,,,,,,,,,,3.1,,,194.0,,,,False,False,False
PT,Portugal,2015,10374822,5451156.0,108922.0,54529.0,33.0,,,26815.0,,,,,,173.0,,,,,750.0,1906.0,,,,,,,,,,2.4,,,,21.4,59.0,,,,,,,3.2,,,254.1,,,,False,False,False
PT,Portugal,2016,10341330,5439821.0,110970.0,55105.0,23.0,,,27011.0,,,,,,165.0,,,,,730.0,1849.0,,,,0.7,,,,,,-4.6,,,,-2.7,-3.0,,,,,,,3.0,,,253.3,,,,False,False,False
PT,Portugal,2017,10309573,5427117.0,110191.0,54789.0,23.0,,,26746.0,,,,,,183.0,,,,,703.0,1967.0,,,,-1.0,,,,,,10.9,,,,-3.7,6.4,,,,,,,3.4,,,279.8,,,,False,False,False
PT,Portugal,2018,10291027,5423335.0,113573.0,56475.0,27.0,,,26432.0,,,,,,,,,,,803.0,2223.0,,,,-1.2,,,,,,,,,,14.2,13.0,,,,,,,,,,276.8,,,,False,False,False
PT,Portugal,2019,10276617,5424251.0,112334.0,56120.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
PT,Portugal,2020,10295909,5435932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
PT,Portugal,2021,10298252,5439503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
PT,Portugal,2022,10352042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
RO,Romania,2011,20199059,,251471.0,119262.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
RO,Romania,2012,20095996,10318889.0,253716.0,121308.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
RO,Romania,2013,20020074,10258594.0,246681.0,117935.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
RO,Romania,2014,19947311,10201259.0,251701.0,120448.0,120.0,,,,,,,,,,,,,3572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
RO,Romania,2015,19870647,10163573.0,258981.0,124456.0,105.0,,16632.0,,,,,,,,,,,4393.0,,,,,,,,,,,,,,,23.0,,,,163.6,,,,,,,,,,,,False,False,False
RO,Romania,2016,19760585,10110852.0,255387.0,121895.0,93.0,,19164.0,,,,,,,,,,,5739.0,,,,,15.2,,,,,,,,,,30.6,,,,189.5,,,,,,,,,,,,False,False,False
RO,Romania,2017,19643949,10041869.0,259157.0,124252.0,90.0,89.0,20282.0,,,,,,,,,,,6629.0,,,,,5.8,,,,,,,,,,15.5,,,,202.0,,,,,,,,,,,0.9,False,False,False
RO,Romania,2018,19533481,9978614.0,261512.0,124638.0,84.0,82.0,22529.0,,,,,,,,,,,8203.0,,,,-7.9,11.1,,,,,,,,,,23.7,,,,225.8,,,,,,,,,,,0.8,False,False,False
RO,Romania,2019,19414458,9914008.0,257035.0,122451.0,98.0,71.0,,,,,,,,,,,,,,,,-13.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,False,False,False
RO,Romania,2020,19328838,9868177.0,,,,96.0,,,,,,,,,,,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,False
RO,Romania,2021,19201662,9814072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
RO,Romania,2022,19038098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
RS,Serbia,2011,7251549,,102769.0,50750.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
RS,Serbia,2012,7216649,3702229.0,102184.0,50402.0,36.0,38.0,,,,,,,,,,,,,,,,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,False
RS,Serbia,2013,7181505,3684497.0,100059.0,49300.0,57.0,47.0,,,,,,,,,,,,,,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,False,False,False
RS,Serbia,2014,7146759,3666896.0,100983.0,50145.0,31.0,38.0,,,,3696.0,2574.0,74.0,,85.0,,,,,1696.0,,,-19.1,,,,,,,,,,,,,,,,100.8,70.2,2.0,,2.3,,,,,,1.0,False,False,False
RS,Serbia,2015,7114393,3649994.0,103426.0,51432.0,38.0,31.0,,,,5674.0,3320.0,96.0,,86.0,,,,,2493.0,,,-18.4,,,,53.5,29.0,29.7,,1.2,,,,47.0,,,,155.5,91.0,2.6,,2.4,,,,,,0.8,False,False,False
RS,Serbia,2016,7076372,3630114.0,100519.0,50002.0,46.0,41.0,,,,6775.0,4721.0,136.0,,69.0,,,,,3222.0,,,32.3,,,,19.4,42.2,41.7,,-19.8,,,,29.2,,,,186.6,130.1,3.7,,1.9,,,,,,1.1,False,False,False
RS,Serbia,2017,7040272,3611245.0,103349.0,51813.0,34.0,29.0,,,,9173.0,7554.0,139.0,579.0,81.0,23.0,,,,4108.0,,,-29.3,,,,35.4,60.0,2.2,,17.4,,,,27.5,,,,254.0,209.2,3.8,16.0,2.2,0.6,,,,,0.8,False,False,False
RS,Serbia,2018,7001444,3590852.0,101315.0,50533.0,29.0,28.0,,,,10111.0,9515.0,124.0,474.0,60.0,20.0,,,,3762.0,,,-3.4,,,,10.2,26.0,-10.8,-18.1,-25.9,-13.0,,,-8.4,,,,281.6,265.0,3.5,13.2,1.7,0.6,,,,,0.8,False,False,False
RS,Serbia,2019,6963764,3570953.0,101097.0,50019.0,30.0,29.0,15932.0,,14761.0,10009.0,9653.0,211.0,390.0,41.0,19.0,,,,3629.0,,,3.6,,,,-1.0,1.5,70.2,-17.7,-31.7,-5.0,,,-3.5,,,446.2,280.3,270.3,5.9,10.9,1.1,0.5,,,,,0.8,False,False,False
RS,Serbia,2020,6926705,3552066.0,116454.0,56252.0,29.0,23.0,15606.0,,14439.0,9725.0,9983.0,100.0,415.0,38.0,19.0,,,,3115.0,,,-20.7,-2.0,,-2.2,-2.8,3.4,-52.6,6.4,-7.3,0.0,,,-14.2,,,439.3,273.8,281.0,2.8,11.7,1.1,0.5,,,,,0.6,False,False,False
RS,Serbia,2021,6871547,3525575.0,136622.0,66714.0,31.0,,15934.0,,14674.0,9489.0,10588.0,176.0,411.0,69.0,13.0,,,,2761.0,,,,2.1,,1.6,-2.4,6.1,76.0,-1.0,81.6,-31.6,,,-11.4,,,452.0,269.1,300.3,5.0,11.7,2.0,0.4,,,,,,False,False,False
RS,Serbia,2022,6797105,,68194.0,33676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
SK,Slovakia,2011,5392446,,51531.0,24975.0,32.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True
SK,Slovakia,2012,5404322,2772570.0,52155.0,25491.0,23.0,17.0,,,,,,,,,,,,,,,,-45.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,False,True,True
SK,Slovakia,2013,5410836,2774857.0,51777.0,25126.0,30.0,23.0,,,,,,,,,,,,,,,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,False,True,True
SK,Slovakia,2014,5415949,2776889.0,50960.0,24716.0,19.0,19.0,,501.0,,,389.0,13.0,32.0,53.0,8.0,25.0,32.0,,,164.0,57.0,-17.4,,,,,,,,,,,,,,,,,14.0,0.5,1.2,1.9,0.3,0.9,,34.8,,0.7,False,True,True
SK,Slovakia,2015,5421349,2779021.0,53408.0,26243.0,17.0,14.0,,568.0,,,408.0,5.0,67.0,56.0,5.0,22.0,23.0,,,133.0,57.0,-26.3,,13.4,,,4.9,-61.5,109.4,5.7,-37.5,-12.0,,,-18.9,0.0,,,14.7,0.2,2.4,2.0,0.2,0.8,,42.9,,0.5,False,True,True
SK,Slovakia,2016,5426252,2780170.0,51906.0,25446.0,17.0,20.0,,812.0,,,637.0,9.0,52.0,55.0,6.0,25.0,24.0,,,183.0,76.0,42.9,,43.0,,,56.1,80.0,-22.4,-1.8,20.0,13.6,,,37.6,33.3,,,22.9,0.3,1.9,2.0,0.2,0.9,,41.5,,0.7,False,True,True
SK,Slovakia,2017,5435343,2783659.0,53491.0,26278.0,10.0,19.0,,787.0,,,651.0,21.0,51.0,55.0,11.0,26.0,42.0,,,189.0,91.0,-5.0,,-3.1,,,2.2,133.3,-1.9,0.0,83.3,4.0,,,3.3,19.7,,,23.4,0.8,1.8,2.0,0.4,0.9,,48.1,,0.7,False,True,True
SK,Slovakia,2018,5443120,2786606.0,53801.0,26371.0,13.0,26.0,,844.0,,,712.0,18.0,16.0,102.0,5.0,32.0,16.0,,893.0,806.0,467.0,36.8,,7.2,,,9.4,-14.3,-68.6,85.5,-54.5,23.1,,,326.5,413.2,,,25.6,0.6,0.6,3.7,0.2,1.1,90.3,57.9,52.3,0.9,False,True,True
SK,Slovakia,2019,5450421,2789344.0,52703.0,25658.0,7.0,15.0,,,,,,,,,,,,,,,,-42.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,False,True,True
SK,Slovakia,2020,5457873,2792523.0,58638.0,28478.0,11.0,28.0,,,,,,,,,,,,,,,,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,True,True
SK,Slovakia,2021,5459781,2793295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True
SK,Slovakia,2022,5434712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True
SI,Slovenia,2011,2050189,,18709.0,9476.0,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SI,Slovenia,2012,2055496,1038765.0,19196.0,9831.0,6.0,6.0,,,,,,,,,,,,,,,,-14.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,True,True,True
SI,Slovenia,2013,2058821,1039760.0,19260.0,9760.0,8.0,3.0,,,,,,,,,,,,,,,,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,True,True,True
SI,Slovenia,2014,2061085,1040211.0,18769.0,9614.0,10.0,6.0,1225.0,1267.0,1225.0,,,23.0,,57.0,7.0,16.0,43.75,995.0,1342.0,446.0,65.0,100.0,,,,,,,,,,,,,,,117.8,,,2.2,,5.5,0.7,1.5,33.2,14.6,4.8,0.6,True,True,True
SI,Slovenia,2015,2062874,1040645.0,19720.0,10067.0,9.0,11.0,962.0,991.0,962.0,,,22.0,,54.0,6.0,25.0,24.0,789.0,1123.0,453.0,69.0,83.3,-21.5,-21.8,-21.5,,,-4.3,,-5.3,-14.3,56.2,-20.7,-16.3,1.6,6.2,92.4,,,2.1,,5.2,0.6,2.4,40.3,15.2,6.1,1.1,True,True,True
SI,Slovenia,2016,2064188,1040855.0,19556.0,9949.0,5.0,2.0,1016.0,1042.0,1016.0,,,13.0,,34.0,5.0,8.0,62.5,825.0,1060.0,375.0,68.0,-81.8,5.6,5.1,5.6,,,-40.9,,-37.0,-16.7,-68.0,4.6,-5.6,-17.2,-1.4,97.6,,,1.2,,3.3,0.5,0.8,35.4,18.1,6.4,0.2,True,True,True
SI,Slovenia,2017,2065895,1040770.0,20255.0,10244.0,8.0,9.0,936.0,973.0,936.0,,,21.0,,52.0,7.0,19.0,36.84,841.0,1120.0,329.0,49.0,350.0,-7.9,-6.6,-7.9,,,61.5,,52.9,40.0,137.5,1.9,5.7,-12.3,-27.9,89.9,,,2.0,,5.0,0.7,1.8,29.4,14.9,4.4,0.9,True,True,True
SI,Slovenia,2018,2066880,1039839.0,20076.0,10199.0,8.0,5.0,1029.0,1055.0,1029.0,,,27.0,,41.0,4.0,23.0,17.39,984.0,1149.0,360.0,51.0,-44.4,9.9,8.4,9.9,,,28.6,,-21.2,-42.9,21.1,17.0,2.6,9.4,4.1,99.0,,,2.6,,3.9,0.4,2.2,31.3,14.2,4.4,0.5,True,True,True
SI,Slovenia,2019,2080908,1042252.0,20063.0,10266.0,4.0,4.0,992.0,1035.0,992.0,,,14.0,,65.0,5.0,15.0,33.33,960.0,1110.0,341.0,59.0,-20.0,-3.6,-1.9,-3.6,,,-48.1,,58.5,25.0,-34.8,-2.4,-3.4,-5.3,15.7,95.2,,,1.3,,6.2,0.5,1.4,30.7,17.3,5.3,0.4,True,True,True
SI,Slovenia,2020,2095861,1044795.0,23609.0,12091.0,11.0,6.0,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,True,True,True
SI,Slovenia,2021,2108977,1049039.0,23261.0,11420.0,,6.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,True,True,True
SI,Slovenia,2022,2107180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
ES,Spain,2011,46667174,,387911.0,188057.0,105.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
ES,Spain,2012,46818219,23719207.0,402950.0,197030.0,98.0,124.0,,,,,,,,,,,,,,,,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,True,True,True
ES,Spain,2013,46727890,23710130.0,390419.0,190585.0,109.0,121.0,,,,,,,,,,,,,,,,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,True,True,True
ES,Spain,2014,46512199,23634738.0,395829.0,194259.0,116.0,127.0,,65990.0,60682.0,57518.0,7729.0,381.0,362.0,798.0,55.0,99.0,56.0,33167.0,46320.0,,,5.0,,,,,,,,,,,,,,,,243.4,32.7,1.6,1.5,3.4,0.2,0.4,,,,0.5,True,True,True
ES,Spain,2015,46449565,23623019.0,422568.0,209259.0,121.0,121.0,,66786.0,60877.0,57621.0,8334.0,443.0,388.0,759.0,60.0,96.0,63.0,36292.0,46277.0,24183.0,13575.0,-4.7,,1.2,0.3,0.2,7.8,16.3,7.2,-4.9,9.1,-3.0,9.4,-0.1,,,,243.9,35.3,1.9,1.6,3.2,0.3,0.4,52.3,56.1,29.3,0.5,True,True,True
ES,Spain,2016,46440099,23632635.0,410611.0,201618.0,104.0,113.0,,66830.0,61221.0,58090.0,7878.0,488.0,374.0,794.0,49.0,104.0,47.0,37956.0,47247.0,25878.0,14004.0,-6.6,,0.1,0.6,0.8,-5.5,10.2,-3.6,4.6,-18.3,8.3,4.6,2.1,7.0,3.2,,245.8,33.3,2.1,1.6,3.4,0.2,0.4,54.8,54.1,29.6,0.5,True,True,True
ES,Spain,2017,46528024,23693426.0,424523.0,210287.0,118.0,113.0,,69481.0,63852.0,60050.0,8480.0,559.0,392.0,901.0,50.0,106.0,47.0,38501.0,49242.0,27103.0,14907.0,0.0,,4.0,4.3,3.4,7.6,14.5,4.8,13.5,2.0,1.9,1.4,4.2,4.7,6.4,,253.4,35.8,2.4,1.7,3.8,0.2,0.4,55.0,55.0,30.3,0.5,True,True,True
ES,Spain,2018,46658447,23776565.0,427721.0,211279.0,98.0,117.0,,73304.0,67836.0,62302.0,8790.0,657.0,1555.0,1073.0,50.0,104.0,48.0,39176.0,50459.0,27880.0,15633.0,3.5,,5.5,6.2,3.8,3.7,17.5,296.7,19.1,0.0,-1.9,1.8,2.5,2.9,4.9,,262.0,37.0,2.8,6.5,4.5,0.2,0.4,55.3,56.1,31.0,0.5,True,True,True
ES,Spain,2019,46937060,23927801.0,418703.0,206020.0,109.0,126.0,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,True,True,True
ES,Spain,2020,47332614,24133301.0,493776.0,244112.0,102.0,119.0,145731.0,,,,,,,,,,,,,,,-5.6,,,,,,,,,,,,,,,603.9,,,,,,,,,,,0.5,True,True,True
ES,Spain,2021,47398695,24171413.0,450.687,219240.0,,108.0,159352.0,,,,,,,,,,,,,,,-9.2,9.3,,,,,,,,,,,,,,659.3,,,,,,,,,,,0.4,True,True,True
ES,Spain,2022,47432805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SE,Sweden,2011,9415570,,89353.0,46344.0,20.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
SE,Sweden,2012,9482855,4756021.0,91538.0,47653.0,21.0,21.0,,,,,,,,,,21.0,0.0,,,,,-16.0,,,,,,,,,,,,,,,,,,,,,,0.4,,,,0.4,True,True,True
SE,Sweden,2013,9555893,4789988.0,90083.0,46742.0,24.0,26.0,,,,,,,,,,26.0,0.0,,,,,23.8,,,,,,,,,,23.8,,,,,,,,,,,,0.5,,,,0.5,True,True,True
SE,Sweden,2014,9644864,4830507.0,88664.0,45594.0,27.0,25.0,,15627.0,9261.0,15627.0,,,,3076.0,,25.0,0.0,,2077.0,,,-3.8,,,,,,,,,,-3.8,,,,,,323.5,,,,63.7,,0.5,,,,0.5,True,True,True
SE,Sweden,2015,9747355,4875115.0,90549.0,46422.0,26.0,29.0,,15717.0,9306.0,15717.0,,,,3056.0,,29.0,0.0,,2016.0,,,16.0,,0.6,0.5,0.6,,,,-0.7,,16.0,,-2.9,,,,322.4,,,,62.7,,0.6,,,,0.6,True,True,True
SE,Sweden,2016,9851017,4920051.0,90602.0,46561.0,27.0,29.0,,12303.0,8033.0,12303.0,,,,3282.0,,29.0,0.0,,1740.0,,,0.0,,-21.7,-13.7,-21.7,,,,7.4,,0.0,,-13.7,,,,250.1,,,,66.7,,0.6,,,,0.6,True,True,True
SE,Sweden,2017,9995153,4981806.0,91638.0,47116.0,23.0,27.0,,12003.0,7202.0,11993.0,,,,3755.0,10.0,27.0,37.0,,1458.0,,,-6.9,,-2.4,-10.3,-2.5,,,,14.4,,-6.9,,-16.2,,,,240.7,,,,75.4,0.2,0.5,,,,0.5,True,True,True
SE,Sweden,2018,10120242,5037580.0,91766.0,46769.0,27.0,33.0,,15124.0,8628.0,15102.0,,,,3997.0,22.0,33.0,67.0,,1736.0,,,22.2,,26.0,19.8,25.9,,,,6.4,120.0,22.2,,19.1,,,,299.8,,,,79.3,0.4,0.7,,,,0.7,True,True,True
SE,Sweden,2019,10230185,5087747.0,88353.0,44740.0,24.0,25.0,,,,,,,,4799.0,16.0,25.0,64.0,,,,,-24.2,,,,,,,,20.1,-27.3,-24.2,,,,,,,,,,94.3,0.3,0.5,,,,0.5,True,True,True
SE,Sweden,2020,10327589,5131775.0,,48743.0,,25.0,,,,,,,,5471.0,13.0,25.0,52.0,,,,,0.0,,,,,,,,14.0,-18.8,0.0,,,,,,,,,,106.6,0.3,0.5,,,,0.5,True,True,True
SE,Sweden,2021,10379295,5156448.0,,45474.0,,24.0,,,,,,,,,15.0,24.0,63.0,,,,,-4.0,,,,,,,,,15.4,-4.0,,,,,,,,,,,0.3,0.5,,,,0.5,True,True,True
SE,Sweden,2022,10452326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True
