Country,Year,female_population,Female deaths,ICCS - CRIME DEFINITION,UNIT,Value,per100k
Italy,2017,31143704.0,340023.0,Intentional homicide,Number,132.0,0.4
Italy,2017,31143704.0,340023.0,Rape,Number,,
Italy,2017,31143704.0,340023.0,Sexual assault,Number,,
Italy,2018,31056366.0,329961.0,Intentional homicide,Number,141.0,0.5
Italy,2018,31056366.0,329961.0,Rape,Number,,
Italy,2018,31056366.0,329961.0,Sexual assault,Number,,
Italy,2019,30685478.0,333897.0,Intentional homicide,Number,111.0,0.4
Italy,2019,30685478.0,333897.0,Rape,Number,,
Italy,2019,30685478.0,333897.0,Sexual assault,Number,,
Italy,2020,30591392.0,380899.0,Intentional homicide,Number,116.0,0.4
Italy,2020,30591392.0,380899.0,Rape,Number,,
Italy,2020,30591392.0,380899.0,Sexual assault,Number,,
Italy,2021,30369987.0,,Intentional homicide,Number,119.0,0.4
Latvia,2012,1110001.0,15255.0,Intentional homicide,Number,37.0,3.3
Latvia,2012,1110001.0,15255.0,Rape,Number,48.0,4.3
Latvia,2012,1110001.0,15255.0,Sexual assault,Number,80.0,7.2
Latvia,2013,1097245.0,15200.0,Intentional homicide,Number,24.0,2.2
Latvia,2013,1097245.0,15200.0,Rape,Number,47.0,4.3
Latvia,2013,1097245.0,15200.0,Sexual assault,Number,100.0,9.1
Latvia,2014,1084423.0,14661.0,Intentional homicide,Number,36.0,3.3
Latvia,2014,1084423.0,14661.0,Rape,Number,55.0,5.1
Latvia,2014,1084423.0,14661.0,Sexual assault,Number,102.0,9.4
Latvia,2015,1074889.0,15046.0,Intentional homicide,Number,29.0,2.7
Latvia,2015,1074889.0,15046.0,Rape,Number,48.0,4.5
Latvia,2015,1074889.0,15046.0,Sexual assault,Number,92.0,8.6
Latvia,2016,1064658.0,14935.0,Intentional homicide,Number,34.0,3.2
Latvia,2016,1064658.0,14935.0,Rape,Number,81.0,7.6
Latvia,2016,1064658.0,14935.0,Sexual assault,Number,54.0,5.1
Latvia,2017,1054433.0,15063.0,Intentional homicide,Number,42.0,4.0
Latvia,2017,1054433.0,15063.0,Rape,Number,97.0,9.2
Latvia,2017,1054433.0,15063.0,Sexual assault,Number,59.0,5.6
Latvia,2018,1044738.0,15174.0,Intentional homicide,Number,43.0,4.1
Latvia,2018,1044738.0,15174.0,Rape,Number,105.0,10.1
Latvia,2018,1044738.0,15174.0,Sexual assault,Number,83.0,7.9
Latvia,2019,1035059.0,14666.0,Intentional homicide,Number,42.0,4.1
Latvia,2019,1035059.0,14666.0,Rape,Number,88.0,8.5
Latvia,2019,1035059.0,14666.0,Sexual assault,Number,72.0,7.0
Latvia,2020,1026719.0,15286.0,Intentional homicide,Number,42.0,4.1
Latvia,2020,1026719.0,15286.0,Rape,Number,90.0,8.8
Latvia,2020,1026719.0,15286.0,Sexual assault,Number,54.0,5.3
Lithuania,2012,1620130.0,20099.0,Intentional homicide,Number,53.0,3.3
Lithuania,2012,1620130.0,20099.0,Rape,Number,135.0,8.3
Lithuania,2012,1620130.0,20099.0,Sexual assault,Number,130.0,8.0
Lithuania,2013,1603014.0,20553.0,Intentional homicide,Number,60.0,3.7
Lithuania,2013,1603014.0,20553.0,Rape,Number,98.0,6.1
Lithuania,2013,1603014.0,20553.0,Sexual assault,Number,79.0,4.9
Lithuania,2014,1587477.0,19967.0,Intentional homicide,Number,53.0,3.3
Lithuania,2014,1587477.0,19967.0,Rape,Number,92.0,5.8
Lithuania,2014,1587477.0,19967.0,Sexual assault,Number,61.0,3.8
Lithuania,2015,1575005.0,21060.0,Intentional homicide,Number,49.0,3.1
Lithuania,2015,1575005.0,21060.0,Rape,Number,94.0,6.0
Lithuania,2015,1575005.0,21060.0,Sexual assault,Number,57.0,3.6
Lithuania,2016,1558951.0,20611.0,Intentional homicide,Number,46.0,3.0
Lithuania,2016,1558951.0,20611.0,Rape,Number,140.0,9.0
Lithuania,2016,1558951.0,20611.0,Sexual assault,Number,76.0,4.9
Lithuania,2017,1535718.0,20668.0,Intentional homicide,Number,26.0,1.7
Lithuania,2017,1535718.0,20668.0,Rape,Number,141.0,9.2
Lithuania,2017,1535718.0,20668.0,Sexual assault,Number,77.0,5.0
Lithuania,2018,1511608.0,20376.0,Intentional homicide,Number,17.0,1.1
Lithuania,2018,1511608.0,20376.0,Rape,Number,91.0,6.0
Lithuania,2018,1511608.0,20376.0,Sexual assault,Number,21.0,1.4
Lithuania,2019,1498593.0,19615.0,Intentional homicide,Number,22.0,1.5
Lithuania,2019,1498593.0,19615.0,Rape,Number,100.0,6.7
Lithuania,2019,1498593.0,19615.0,Sexual assault,Number,62.0,4.1
Lithuania,2020,1489736.0,22065.0,Intentional homicide,Number,29.0,1.9
Lithuania,2020,1489736.0,22065.0,Rape,Number,66.0,4.4
Lithuania,2020,1489736.0,22065.0,Sexual assault,Number,31.0,2.1
Luxembourg,2012,263033.0,1965.0,Intentional homicide,Number,0.0,0.0
Luxembourg,2012,263033.0,1965.0,Rape,Number,74.0,28.1
Luxembourg,2012,263033.0,1965.0,Sexual assault,Number,258.0,98.1
Luxembourg,2013,268627.0,1929.0,Intentional homicide,Number,0.0,0.0
Luxembourg,2013,268627.0,1929.0,Rape,Number,86.0,32.0
Luxembourg,2013,268627.0,1929.0,Sexual assault,Number,244.0,90.8
Luxembourg,2014,274563.0,1814.0,Intentional homicide,Number,2.0,0.7
Luxembourg,2014,274563.0,1814.0,Rape,Number,72.0,26.2
Luxembourg,2014,274563.0,1814.0,Sexual assault,Number,244.0,88.9
Luxembourg,2015,280986.0,1999.0,Intentional homicide,Number,1.0,0.4
Luxembourg,2015,280986.0,1999.0,Rape,Number,63.0,22.4
Luxembourg,2015,280986.0,1999.0,Sexual assault,Number,225.0,80.1
Luxembourg,2016,287056.0,1951.0,Intentional homicide,Number,,
Luxembourg,2016,287056.0,1951.0,Rape,Number,112.0,39.0
Luxembourg,2016,287056.0,1951.0,Sexual assault,Number,229.0,79.8
Luxembourg,2017,294026.0,2075.0,Intentional homicide,Number,,
Luxembourg,2017,294026.0,2075.0,Rape,Number,86.0,29.2
Luxembourg,2017,294026.0,2075.0,Sexual assault,Number,152.0,51.7
Luxembourg,2018,299425.0,2043.0,Intentional homicide,Number,,
Luxembourg,2018,299425.0,2043.0,Rape,Number,,
Luxembourg,2018,299425.0,2043.0,Sexual assault,Number,,
Luxembourg,2019,305174.0,2034.0,Intentional homicide,Number,,
Luxembourg,2019,305174.0,2034.0,Rape,Number,,
Luxembourg,2019,305174.0,2034.0,Sexual assault,Number,,
Luxembourg,2020,311144.0,,Intentional homicide,Number,,
Luxembourg,2020,311144.0,,Rape,Number,,
Luxembourg,2020,311144.0,,Sexual assault,Number,,
Malta,2012,209851.0,1686.0,Intentional homicide,Number,3.0,1.4
Malta,2012,209851.0,1686.0,Rape,Number,12.0,5.7
Malta,2012,209851.0,1686.0,Sexual assault,Number,64.0,30.5
Malta,2013,212126.0,1612.0,Intentional homicide,Number,0.0,0.0
Malta,2013,212126.0,1612.0,Rape,Number,14.0,6.6
Malta,2013,212126.0,1612.0,Sexual assault,Number,75.0,35.4
Malta,2014,214891.0,1630.0,Intentional homicide,Number,1.0,0.5
Malta,2014,214891.0,1630.0,Rape,Number,11.0,5.1
Malta,2014,214891.0,1630.0,Sexual assault,Number,63.0,29.3
Malta,2015,219203.0,1725.0,Intentional homicide,Number,2.0,0.9
Malta,2015,219203.0,1725.0,Rape,Number,23.0,10.5
Malta,2015,219203.0,1725.0,Sexual assault,Number,66.0,30.1
Malta,2016,224019.0,1709.0,Intentional homicide,Number,2.0,0.9
Malta,2016,224019.0,1709.0,Rape,Number,26.0,11.6
Malta,2016,224019.0,1709.0,Sexual assault,Number,53.0,23.7
Malta,2017,228634.0,1762.0,Intentional homicide,Number,1.0,0.4
Malta,2017,228634.0,1762.0,Rape,Number,19.0,8.3
Malta,2017,228634.0,1762.0,Sexual assault,Number,53.0,23.2
Malta,2018,235102.0,1838.0,Intentional homicide,Number,4.0,1.7
Malta,2018,235102.0,1838.0,Rape,Number,18.0,7.7
Malta,2018,235102.0,1838.0,Sexual assault,Number,70.0,29.8
Malta,2019,241723.0,1827.0,Intentional homicide,Number,3.0,1.2
Malta,2019,241723.0,1827.0,Rape,Number,29.0,12.0
Malta,2019,241723.0,1827.0,Sexual assault,Number,75.0,31.0
Malta,2020,248802.0,,Intentional homicide,Number,1.0,0.4
Malta,2020,248802.0,,Rape,Number,19.0,7.6
Malta,2020,248802.0,,Sexual assault,Number,61.0,24.5
Netherlands,2012,8447477.0,72906.0,Intentional homicide,Number,50.0,0.6
Netherlands,2012,8447477.0,72906.0,Rape,Number,,
Netherlands,2012,8447477.0,72906.0,Sexual assault,Number,,
Netherlands,2013,8472236.0,72885.0,Intentional homicide,Number,56.0,0.7
Netherlands,2013,8472236.0,72885.0,Rape,Number,,
Netherlands,2013,8472236.0,72885.0,Sexual assault,Number,,
Netherlands,2014,8494904.0,72102.0,Intentional homicide,Number,30.0,0.4
Netherlands,2014,8494904.0,72102.0,Rape,Number,,
Netherlands,2014,8494904.0,72102.0,Sexual assault,Number,,
Netherlands,2015,8527868.0,76105.0,Intentional homicide,Number,42.0,0.5
Netherlands,2015,8527868.0,76105.0,Rape,Number,,
Netherlands,2015,8527868.0,76105.0,Sexual assault,Number,,
Netherlands,2016,8561985.0,76817.0,Intentional homicide,Number,32.0,0.4
Netherlands,2016,8561985.0,76817.0,Rape,Number,,
Netherlands,2016,8561985.0,76817.0,Sexual assault,Number,,
Netherlands,2017,8606405.0,77553.0,Intentional homicide,Number,43.0,0.5
Netherlands,2017,8606405.0,77553.0,Rape,Number,,
Netherlands,2017,8606405.0,77553.0,Sexual assault,Number,,
Netherlands,2018,8654043.0,78841.0,Intentional homicide,Number,36.0,0.4
Netherlands,2018,8654043.0,78841.0,Rape,Number,,
Netherlands,2018,8654043.0,78841.0,Sexual assault,Number,,
Netherlands,2019,8701077.0,77453.0,Intentional homicide,Number,42.0,0.5
Netherlands,2019,8701077.0,77453.0,Rape,Number,,
Netherlands,2019,8701077.0,77453.0,Sexual assault,Number,,
Netherlands,2020,8759554.0,84361.0,Intentional homicide,Number,44.0,0.5
Netherlands,2020,8759554.0,84361.0,Rape,Number,,
Netherlands,2020,8759554.0,84361.0,Sexual assault,Number,,
Netherlands,2021,8788879.0,85203.0,Intentional homicide,Number,37.0,0.4
Poland,2012,19636496.0,182914.0,Intentional homicide,Number,,
Poland,2012,19636496.0,182914.0,Rape,Number,,
Poland,2012,19636496.0,182914.0,Sexual assault,Number,,
Poland,2013,19636442.0,185852.0,Intentional homicide,Number,,
Poland,2013,19636442.0,185852.0,Rape,Number,,
Poland,2013,19636442.0,185852.0,Sexual assault,Number,,
Poland,2014,19613892.0,180915.0,Intentional homicide,Number,91.0,0.5
Poland,2014,19613892.0,180915.0,Rape,Number,,
Poland,2014,19613892.0,180915.0,Sexual assault,Number,,
Poland,2015,19608451.0,190668.0,Intentional homicide,Number,108.0,0.6
Poland,2015,19608451.0,190668.0,Rape,Number,,
Poland,2015,19608451.0,190668.0,Sexual assault,Number,,
Poland,2016,19590169.0,186068.0,Intentional homicide,Number,71.0,0.4
Poland,2016,19590169.0,186068.0,Rape,Number,752.0,3.8
Poland,2016,19590169.0,186068.0,Sexual assault,Number,483.0,2.5
Poland,2017,19595127.0,195391.0,Intentional homicide,Number,94.0,0.5
Poland,2017,19595127.0,195391.0,Rape,Number,679.0,3.5
Poland,2017,19595127.0,195391.0,Sexual assault,Number,420.0,2.1
Poland,2018,19596388.0,200762.0,Intentional homicide,Number,83.0,0.4
Poland,2018,19596388.0,200762.0,Rape,Number,730.0,3.7
Poland,2018,19596388.0,200762.0,Sexual assault,Number,390.0,2.0
Poland,2019,19592436.0,198530.0,Intentional homicide,Number,80.0,0.4
Poland,2019,19592436.0,198530.0,Rape,Number,694.0,3.5
Poland,2019,19592436.0,198530.0,Sexual assault,Number,548.0,2.8
Poland,2020,19584757.0,227611.0,Intentional homicide,Number,89.0,0.5
Poland,2020,19584757.0,227611.0,Rape,Number,546.0,2.8
Poland,2020,19584757.0,227611.0,Sexual assault,Number,321.0,1.6
Portugal,2012,5511961.0,53256.0,Intentional homicide,Number,,
Portugal,2012,5511961.0,53256.0,Rape,Number,186.0,3.4
Portugal,2012,5511961.0,53256.0,Sexual assault,Number,1165.0,21.1
Portugal,2013,5491592.0,52472.0,Intentional homicide,Number,,
Portugal,2013,5491592.0,52472.0,Rape,Number,150.0,2.7
Portugal,2013,5491592.0,52472.0,Sexual assault,Number,1230.0,22.4
Portugal,2014,5469281.0,51721.0,Intentional homicide,Number,,
Portugal,2014,5469281.0,51721.0,Rape,Number,169.0,3.1
Portugal,2014,5469281.0,51721.0,Sexual assault,Number,1240.0,22.7
Portugal,2015,5451156.0,54529.0,Intentional homicide,Number,,
Portugal,2015,5451156.0,54529.0,Rape,Number,173.0,3.2
Portugal,2015,5451156.0,54529.0,Sexual assault,Number,1274.0,23.4
Portugal,2016,5439821.0,55105.0,Intentional homicide,Number,,
Portugal,2016,5439821.0,55105.0,Rape,Number,165.0,3.0
Portugal,2016,5439821.0,55105.0,Sexual assault,Number,1314.0,24.2
Portugal,2017,5427117.0,54789.0,Intentional homicide,Number,,
Portugal,2017,5427117.0,54789.0,Rape,Number,183.0,3.4
Portugal,2017,5427117.0,54789.0,Sexual assault,Number,1363.0,25.1
Portugal,2018,5423335.0,56475.0,Intentional homicide,Number,,
Portugal,2018,5423335.0,56475.0,Rape,Number,215.0,4.0
Portugal,2018,5423335.0,56475.0,Sexual assault,Number,1391.0,25.6
Portugal,2019,5424251.0,56120.0,Intentional homicide,Number,,
Portugal,2019,5424251.0,56120.0,Rape,Number,188.0,3.5
Portugal,2019,5424251.0,56120.0,Sexual assault,Number,1502.0,27.7
Portugal,2020,5435932.0,,Intentional homicide,Number,,
Portugal,2020,5435932.0,,Rape,Number,159.0,2.9
Portugal,2020,5435932.0,,Sexual assault,Number,1397.0,25.7
Romania,2012,10318889.0,121308.0,Intentional homicide,Number,,
Romania,2012,10318889.0,121308.0,Rape,Number,,
Romania,2012,10318889.0,121308.0,Sexual assault,Number,,
Romania,2013,10258594.0,117935.0,Intentional homicide,Number,,
Romania,2013,10258594.0,117935.0,Rape,Number,,
Romania,2013,10258594.0,117935.0,Sexual assault,Number,,
Romania,2014,10201259.0,120448.0,Intentional homicide,Number,,
Romania,2014,10201259.0,120448.0,Rape,Number,,
Romania,2014,10201259.0,120448.0,Sexual assault,Number,,
Romania,2015,10163573.0,124456.0,Intentional homicide,Number,,
Romania,2015,10163573.0,124456.0,Rape,Number,,
Romania,2015,10163573.0,124456.0,Sexual assault,Number,,
Romania,2016,10110852.0,121895.0,Intentional homicide,Number,,
Romania,2016,10110852.0,121895.0,Rape,Number,,
Romania,2016,10110852.0,121895.0,Sexual assault,Number,,
Romania,2017,10041869.0,124252.0,Intentional homicide,Number,89.0,0.9
Romania,2017,10041869.0,124252.0,Rape,Number,654.0,6.5
Romania,2017,10041869.0,124252.0,Sexual assault,Number,53.0,0.5
Romania,2018,9978614.0,124638.0,Intentional homicide,Number,82.0,0.8
Romania,2018,9978614.0,124638.0,Rape,Number,557.0,5.6
Romania,2018,9978614.0,124638.0,Sexual assault,Number,48.0,0.5
Romania,2019,9914008.0,122451.0,Intentional homicide,Number,71.0,0.7
Romania,2019,9914008.0,122451.0,Rape,Number,555.0,5.6
Romania,2019,9914008.0,122451.0,Sexual assault,Number,120.0,1.2
Romania,2020,9868177.0,,Intentional homicide,Number,96.0,1.0
Romania,2020,9868177.0,,Rape,Number,680.0,6.9
Romania,2020,9868177.0,,Sexual assault,Number,130.0,1.3
Serbia,2012,3702229.0,50402.0,Intentional homicide,Number,38.0,1.0
Serbia,2012,3702229.0,50402.0,Rape,Number,103.0,2.8
Serbia,2012,3702229.0,50402.0,Sexual assault,Number,272.0,7.3
Serbia,2013,3684497.0,49300.0,Intentional homicide,Number,47.0,1.3
Serbia,2013,3684497.0,49300.0,Rape,Number,72.0,2.0
Serbia,2013,3684497.0,49300.0,Sexual assault,Number,118.0,3.2
Serbia,2014,3666896.0,50145.0,Intentional homicide,Number,38.0,1.0
Serbia,2014,3666896.0,50145.0,Rape,Number,56.0,1.5
Serbia,2014,3666896.0,50145.0,Sexual assault,Number,159.0,4.3
Serbia,2015,3649994.0,51432.0,Intentional homicide,Number,31.0,0.8
Serbia,2015,3649994.0,51432.0,Rape,Number,54.0,1.5
Serbia,2015,3649994.0,51432.0,Sexual assault,Number,129.0,3.5
Serbia,2016,3630114.0,50002.0,Intentional homicide,Number,41.0,1.1
Serbia,2016,3630114.0,50002.0,Rape,Number,49.0,1.3
Serbia,2016,3630114.0,50002.0,Sexual assault,Number,162.0,4.5
Serbia,2017,3611245.0,51813.0,Intentional homicide,Number,29.0,0.8
Serbia,2017,3611245.0,51813.0,Rape,Number,108.0,3.0
Serbia,2017,3611245.0,51813.0,Sexual assault,Number,197.0,5.5
Serbia,2018,3590852.0,50533.0,Intentional homicide,Number,28.0,0.8
Serbia,2018,3590852.0,50533.0,Rape,Number,116.0,3.2
Serbia,2018,3590852.0,50533.0,Sexual assault,Number,332.0,9.2
Serbia,2019,3570953.0,50019.0,Intentional homicide,Number,29.0,0.8
Serbia,2019,3570953.0,50019.0,Rape,Number,124.0,3.5
Serbia,2019,3570953.0,50019.0,Sexual assault,Number,425.0,11.9
Serbia,2020,3552066.0,56252.0,Intentional homicide,Number,23.0,0.6
Serbia,2020,3552066.0,56252.0,Rape,Number,90.0,2.5
Serbia,2020,3552066.0,56252.0,Sexual assault,Number,377.0,10.6
Serbia,2021,3525575.0,66714.0,Rape,Number,69.0,2.0
Slovakia,2012,2772570.0,25491.0,Intentional homicide,Number,17.0,0.6
Slovakia,2012,2772570.0,25491.0,Rape,Number,,
Slovakia,2012,2772570.0,25491.0,Sexual assault,Number,,
Slovakia,2013,2774857.0,25126.0,Intentional homicide,Number,23.0,0.8
Slovakia,2013,2774857.0,25126.0,Rape,Number,90.0,3.2
Slovakia,2013,2774857.0,25126.0,Sexual assault,Number,45.0,1.6
Slovakia,2014,2776889.0,24716.0,Intentional homicide,Number,19.0,0.7
Slovakia,2014,2776889.0,24716.0,Rape,Number,87.0,3.1
Slovakia,2014,2776889.0,24716.0,Sexual assault,Number,36.0,1.3
Slovakia,2015,2779021.0,26243.0,Intentional homicide,Number,14.0,0.5
Slovakia,2015,2779021.0,26243.0,Rape,Number,87.0,3.1
Slovakia,2015,2779021.0,26243.0,Sexual assault,Number,53.0,1.9
Slovakia,2016,2780170.0,25446.0,Intentional homicide,Number,20.0,0.7
Slovakia,2016,2780170.0,25446.0,Rape,Number,82.0,2.9
Slovakia,2016,2780170.0,25446.0,Sexual assault,Number,44.0,1.6
Slovakia,2017,2783659.0,26278.0,Intentional homicide,Number,19.0,0.7
Slovakia,2017,2783659.0,26278.0,Rape,Number,96.0,3.4
Slovakia,2017,2783659.0,26278.0,Sexual assault,Number,66.0,2.4
Slovakia,2018,2786606.0,26371.0,Intentional homicide,Number,26.0,0.9
Slovakia,2018,2786606.0,26371.0,Rape,Number,99.0,3.6
Slovakia,2018,2786606.0,26371.0,Sexual assault,Number,55.0,2.0
Slovakia,2019,2789344.0,25658.0,Intentional homicide,Number,15.0,0.5
Slovakia,2019,2789344.0,25658.0,Rape,Number,95.0,3.4
Slovakia,2019,2789344.0,25658.0,Sexual assault,Number,51.0,1.8
Slovakia,2020,2792523.0,28478.0,Intentional homicide,Number,28.0,1.0
Slovakia,2020,2792523.0,28478.0,Rape,Number,93.0,3.3
Slovakia,2020,2792523.0,28478.0,Sexual assault,Number,44.0,1.6
Slovenia,2012,1038765.0,9831.0,Intentional homicide,Number,6.0,0.6
Slovenia,2012,1038765.0,9831.0,Rape,Number,44.0,4.2
Slovenia,2012,1038765.0,9831.0,Sexual assault,Number,39.0,3.8
Slovenia,2013,1039760.0,9760.0,Intentional homicide,Number,3.0,0.3
Slovenia,2013,1039760.0,9760.0,Rape,Number,49.0,4.7
Slovenia,2013,1039760.0,9760.0,Sexual assault,Number,43.0,4.1
Slovenia,2014,1040211.0,9614.0,Intentional homicide,Number,6.0,0.6
Slovenia,2014,1040211.0,9614.0,Rape,Number,39.0,3.7
Slovenia,2014,1040211.0,9614.0,Sexual assault,Number,41.0,3.9
Slovenia,2015,1040645.0,10067.0,Intentional homicide,Number,11.0,1.1
Slovenia,2015,1040645.0,10067.0,Rape,Number,41.0,3.9
Slovenia,2015,1040645.0,10067.0,Sexual assault,Number,28.0,2.7
Slovenia,2016,1040855.0,9949.0,Intentional homicide,Number,2.0,0.2
Slovenia,2016,1040855.0,9949.0,Rape,Number,28.0,2.7
Slovenia,2016,1040855.0,9949.0,Sexual assault,Number,38.0,3.7
Slovenia,2017,1040770.0,10244.0,Intentional homicide,Number,9.0,0.9
Slovenia,2017,1040770.0,10244.0,Rape,Number,40.0,3.8
Slovenia,2017,1040770.0,10244.0,Sexual assault,Number,39.0,3.7
Slovenia,2018,1039839.0,10199.0,Intentional homicide,Number,5.0,0.5
Slovenia,2018,1039839.0,10199.0,Rape,Number,32.0,3.1
Slovenia,2018,1039839.0,10199.0,Sexual assault,Number,29.0,2.8
Slovenia,2019,1042252.0,10266.0,Intentional homicide,Number,4.0,0.4
Slovenia,2019,1042252.0,10266.0,Rape,Number,36.0,3.5
Slovenia,2019,1042252.0,10266.0,Sexual assault,Number,36.0,3.5
Slovenia,2020,1044795.0,12091.0,Intentional homicide,Number,6.0,0.6
Slovenia,2020,1044795.0,12091.0,Rape,Number,41.0,3.9
Slovenia,2020,1044795.0,12091.0,Sexual assault,Number,36.0,3.4
Slovenia,2021,1049039.0,11420.0,Intentional homicide,Number,6.0,0.6
Slovenia,2021,1049039.0,11420.0,Rape,Number,55.0,5.2
Slovenia,2021,1049039.0,11420.0,Sexual assault,Number,43.0,4.1
Spain,2012,23719207.0,197030.0,Intentional homicide,Number,124.0,0.5
Spain,2012,23719207.0,197030.0,Rape,Number,923.0,3.9
Spain,2012,23719207.0,197030.0,Sexual assault,Number,5864.0,24.7
Spain,2013,23710130.0,190585.0,Intentional homicide,Number,121.0,0.5
Spain,2013,23710130.0,190585.0,Rape,Number,1237.0,5.2
Spain,2013,23710130.0,190585.0,Sexual assault,Number,5864.0,24.7
Spain,2014,23634738.0,194259.0,Intentional homicide,Number,127.0,0.5
Spain,2014,23634738.0,194259.0,Rape,Number,1207.0,5.1
Spain,2014,23634738.0,194259.0,Sexual assault,Number,7057.0,29.9
Spain,2015,23623019.0,209259.0,Intentional homicide,Number,121.0,0.5
Spain,2015,23623019.0,209259.0,Rape,Number,1245.0,5.3
Spain,2015,23623019.0,209259.0,Sexual assault,Number,7675.0,32.5
Spain,2016,23632635.0,201618.0,Intentional homicide,Number,113.0,0.5
Spain,2016,23632635.0,201618.0,Rape,Number,1273.0,5.4
Spain,2016,23632635.0,201618.0,Sexual assault,Number,7333.0,31.0
Spain,2017,23693426.0,210287.0,Intentional homicide,Number,113.0,0.5
Spain,2017,23693426.0,210287.0,Rape,Number,1431.0,6.0
Spain,2017,23693426.0,210287.0,Sexual assault,Number,9255.0,39.1
Spain,2018,23776565.0,211279.0,Intentional homicide,Number,117.0,0.5
Spain,2018,23776565.0,211279.0,Rape,Number,1680.0,7.1
Spain,2018,23776565.0,211279.0,Sexual assault,Number,9388.0,39.5
Spain,2019,23927801.0,206020.0,Intentional homicide,Number,126.0,0.5
Spain,2019,23927801.0,206020.0,Rape,Number,1550.0,6.5
Spain,2019,23927801.0,206020.0,Sexual assault,Number,10100.0,42.2
Spain,2020,24133301.0,244112.0,Intentional homicide,Number,119.0,0.5
Spain,2020,24133301.0,244112.0,Rape,Number,1384.0,5.7
Spain,2020,24133301.0,244112.0,Sexual assault,Number,7856.0,32.6
Spain,2021,24171413.0,219240.0,Intentional homicide,Number,108.0,0.4
Spain,2021,24171413.0,219240.0,Rape,Number,1774.0,7.3
Spain,2021,24171413.0,219240.0,Sexual assault,Number,2079.0,8.6
Sweden,2012,4756021.0,47653.0,Intentional homicide,Number,21.0,0.4
Sweden,2012,4756021.0,47653.0,Rape,Number,5915.0,124.4
Sweden,2012,4756021.0,47653.0,Sexual assault,Number,804.0,16.9
Sweden,2013,4789988.0,46742.0,Intentional homicide,Number,26.0,0.5
Sweden,2013,4789988.0,46742.0,Rape,Number,5614.0,117.2
Sweden,2013,4789988.0,46742.0,Sexual assault,Number,919.0,19.2
Sweden,2014,4830507.0,45594.0,Intentional homicide,Number,25.0,0.5
Sweden,2014,4830507.0,45594.0,Rape,Number,6304.0,130.5
Sweden,2014,4830507.0,45594.0,Sexual assault,Number,9170.0,189.8
Sweden,2015,4875115.0,46422.0,Intentional homicide,Number,29.0,0.6
Sweden,2015,4875115.0,46422.0,Rape,Number,5461.0,112.0
Sweden,2015,4875115.0,46422.0,Sexual assault,Number,8173.0,167.6
Sweden,2016,4920051.0,46561.0,Intentional homicide,Number,29.0,0.6
Sweden,2016,4920051.0,46561.0,Rape,Number,5819.0,118.3
Sweden,2016,4920051.0,46561.0,Sexual assault,Number,9706.0,197.3
Sweden,2017,4981806.0,47116.0,Intentional homicide,Number,27.0,0.5
Sweden,2017,4981806.0,47116.0,Rape,Number,6438.0,129.2
Sweden,2017,4981806.0,47116.0,Sexual assault,Number,10162.0,204.0
Sweden,2018,5037580.0,46769.0,Intentional homicide,Number,33.0,0.7
Sweden,2018,5037580.0,46769.0,Rape,Number,7076.0,140.5
Sweden,2018,5037580.0,46769.0,Sexual assault,Number,9974.0,198.0
Sweden,2019,5087747.0,44740.0,Intentional homicide,Number,25.0,0.5
Sweden,2019,5087747.0,44740.0,Rape,Number,7638.0,150.1
Sweden,2019,5087747.0,44740.0,Sexual assault,Number,9816.0,192.9
Sweden,2020,5131775.0,48743.0,Intentional homicide,Number,25.0,0.5
Sweden,2020,5131775.0,48743.0,Rape,Number,8267.0,161.1
Sweden,2020,5131775.0,48743.0,Sexual assault,Number,10144.0,197.7
Sweden,2021,5156448.0,45474.0,Intentional homicide,Number,24.0,0.5
